"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"USC00207308","2018-03-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    5",",,7,0700","    0","T,,7,","    0","T,,7,","   39",",,7","  -33",",,7",,,,,,,,,"    0",",,7,0700",,,,
"USC00207308","2018-03-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   69",",,7,0700","   25",",,7,","   25",",,7,","   72",",,7","  -22",",,7",,,,,,,,,"    6",",,7,0700",,,,
"USC00207308","2018-03-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","    0",",,7","  -39",",,7",,,,,,,,,"  -22",",,7,0700",,,,
"USC00207308","2018-03-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0","T,,7,0700","    0","T,,7,","    0",",,7,","   11",",,7","  -44",",,7",,,,,,,,,"  -11",",,7,0700",,,,
"USC00207308","2018-03-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -78",",,7",,,,,,,,,"  -50",",,7,0700",,,,
"USC00207308","2018-03-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   13",",,7,0700","    0","T,,7,","    0","T,,7,","   39",",,7","  -50",",,7",,,,,,,,,"  -17",",,7,0700",,,,
"USC00207308","2018-03-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   28",",,7","  -78",",,7",,,,,,,,,"  -44",",,7,0700",,,,
"USC00207308","2018-03-15","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -78",",,7",,,,,,,,,"   -6",",,7,0700",,,,
"USC00207308","2018-03-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   39",",,7","  -89",",,7",,,,,,,,,"  -61",",,7,0700",,,,
"USC00207308","2018-03-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   44",",,7","  -61",",,7",,,,,,,,,"   22",",,7,0700",,,,
"USC00207308","2018-03-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  100",",,7","  -72",",,7",,,,,,,,,"  -44",",,7,0700",,,,
"USC00207308","2018-03-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  150",",,7","  -44",",,7",,,,,,,,,"   -6",",,7,0700",,,,
"USC00207308","2018-03-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   78",",,7","  -67",",,7",,,,,,,,,"  -33",",,7,0700",,,,
"USC00207308","2018-03-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   72",",,7","  -67",",,7",,,,,,,,,"    0",",,7,0700",,,,
"USC00207308","2018-03-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   61",",,7","  -67",",,7",,,,,,,,,"  -33",",,7,0700",,,,
"USC00207308","2018-03-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   83",",,7","  -67",",,7",,,,,,,,,"  -39",",,7,0700",,,,
"USC00207308","2018-03-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   67",",,7","  -67",",,7",,,,,,,,,"  -44",",,7,0700",,,,
"USC00207308","2018-03-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   72",",,7","  -89",",,7",,,,,,,,,"  -61",",,7,0700",,,,
"USC00207308","2018-03-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   50",",,7","  -61",",,7",,,,,,,,,"  -22",",,7,0700",,,,
"USC00207308","2018-03-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   56",",,7,0700","    0",",,7,","    0",",,7,","  111",",,7","  -22",",,7",,,,,,,,,"   56",",,7,0700",,,,
"USC00207308","2018-03-28","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   76",",,7,0700","    0",",,7,","    0",",,7,","  122",",,7","   22",",,7",,,,,,,,,"   56",",,7,0700",,,,
"USC00207308","2018-03-29","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   43",",,7,0700","    0",",,7,","    0",",,7,","   83",",,7",,,,,,,,,,,"   50",",,7,0700",,,,
"USC00207308","2018-03-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   79",",,7,0700","    0",",,7,","    0",",,7,","   72",",,7","  -28",",,7",,,,,,,,,"    6",",,7,0700",,,,
"USC00207308","2018-04-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -94",",,7",,,,,,,,,"  -67",",,7,0700",,,,
"USC00207308","2018-04-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","   67",",,7"," -100",",,7",,,,,,,,,"   22",",,7,0700",,,,
"USC00207308","2018-04-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  208",",,7,0700","    0","T,,7,","    0","T,,7,","   44",",,7","  -17",",,7",,,,,,,,,"   17",",,7,0700",,,,
"USC00207308","2018-04-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   23",",,7,0700","   25",",,7,","   25",",,7,","   67",",,7","  -17",",,7",,,,,,,,,"   11",",,7,0700",,,,
"USC00207308","2018-04-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,"    0",",,7,","   67",",,7","  -94",",,7",,,,,,,,,"  -67",",,7,0700",,,,
"USC00207308","2018-04-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"   39",",,7"," -106",",,7",,,,,,,,,"  -78",",,7,0700",,,,
"USC00207308","2018-04-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"   61",",,7"," -100",",,7",,,,,,,,,"    0",",,7,0700",,,,
"USC00207308","2018-04-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   15",",,7,0700","   25",",,7,","   25",",,7,","   61",",,7","  -44",",,7",,,,,,,,,"  -11",",,7,0700",,,,
"USC00207308","2018-04-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,"    0",",,7,","   83",",,7","  -61",",,7",,,,,,,,,"   17",",,7,0700",,,,
"USC00207308","2018-04-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   13",",,7,0700",,,,,"  156",",,7",,,,,,,,,,,"   83",",,7,0700",,,,
"USC00207308","2018-04-13","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    3",",,7,0700",,,,,"  244",",,7","   50",",,7",,,,,,,,,"   50",",,7,0700",,,,
"USC00207308","2018-04-14","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   86",",,7,0700",,,,,"  178",",,7","   17",",,7",,,,,,,,,"   44",",,7,0700",,,,
"USC00207308","2018-04-16","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  130",",,7,0700",,,,,"   44",",,7",,,,,,,,,,,"   22",",,7,0700",,,,
"USC00207308","2018-04-17","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0","T,,7,0700","    0","T,,7,","    0","T,,7,","   33",",,7","  -67",",,7",,,,,,,,,"  -22",",,7,0700",,,,
"USC00207308","2018-04-18","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    8",",,7,0700","    0","T,,7,","    0",",,7,","   33",",,7","  -22",",,7",,,,,,,,,"   11",",,7,0700",,,,
"USC00207308","2018-04-19","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   15",",,7,0700","    0",",,7,","    0",",,7,","   89",",,7","  -22",",,7",,,,,,,,,"   11",",,7,0700",,,,
"USC00207308","2018-04-20","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  128",",,7","  -11",",,7",,,,,,,,,"   17",",,7,0700",,,,
"USC00207308","2018-04-21","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  144",",,7","  -11",",,7",,,,,,,,,"  -11",",,7,0700",,,,
"USC00207308","2018-04-22","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  144",",,7","  -22",",,7",,,,,,,,,"    0",",,7,0700",,,,
"USC00207308","2018-04-23","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  178",",,7","  -22",",,7",,,,,,,,,"   83",",,7,0700",,,,
"USC00207308","2018-04-24","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  222",",,7","   83",",,7",,,,,,,,,"  117",",,7,0700",,,,
"USC00207308","2018-04-25","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   38",",,7,0700",,,,,"  150",",,7","   78",",,7",,,,,,,,,"  111",",,7,0700",,,,
"USC00207308","2018-04-26","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  167",",,7","    0",",,7",,,,,,,,,"   28",",,7,0700",,,,
"USC00207308","2018-04-27","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  189",",,7","  -17",",,7",,,,,,,,,"   72",",,7,0700",,,,
"USC00207308","2018-04-30","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700",,,,,"  150",",,7","  -39",",,7",,,,,,,,,"   33",",,7,0700",,,,
"USC00207308","2018-05-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  222",",,7","   33",",,7",,,,,,,,,"  111",",,7,0700",,,,
"USC00207308","2018-05-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  289",",,7","  111",",,7",,,,,,,,,"  150",",,7,0700",,,,
"USC00207308","2018-05-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","  267",",,7,0700","    0",",,7,","    0",",,7,","  300",",,7",,,,,,,,,,,"  172",",,7,0700",,,,
"USC00207308","2018-05-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","   71",",,7,0700","    0",",,7,","    0",",,7,","  233",",,7","  106",",,7",,,,,,,,,"  200",",,7,0700",,,,
"USC00207308","2018-05-05","42.1611","-83.7819","228.6","SALINE WWTP, MI US","    0",",,7,0700","    0",",,7,","    0",",,7,","  239",",,7","   72",",,7",,,,,,,,,"  100",",,7,0700",,,,
